/Users/papiot/Desktop/data/IMG/center_2018_05_04_23_06_36_207.jpg,/Users/papiot/Desktop/data/IMG/left_2018_05_04_23_06_36_207.jpg,/Users/papiot/Desktop/data/IMG/right_2018_05_04_23_06_36_207.jpg,-0.1,1,0,14.81152
/Users/papiot/Desktop/data/IMG/center_2018_05_04_23_06_36_268.jpg,/Users/papiot/Desktop/data/IMG/left_2018_05_04_23_06_36_268.jpg,/Users/papiot/Desktop/data/IMG/right_2018_05_04_23_06_36_268.jpg,-0.3,1,0,15.63649
/Users/papiot/Desktop/data/IMG/center_2018_05_04_23_06_36_622.jpg,/Users/papiot/Desktop/data/IMG/left_2018_05_04_23_06_36_622.jpg,/Users/papiot/Desktop/data/IMG/right_2018_05_04_23_06_36_622.jpg,-1,1,0,18.43757
/Users/papiot/Desktop/data/IMG/center_2018_05_04_23_06_36_730.jpg,/Users/papiot/Desktop/data/IMG/left_2018_05_04_23_06_36_730.jpg,/Users/papiot/Desktop/data/IMG/right_2018_05_04_23_06_36_730.jpg,-1,1,0,19.51162
/Users/papiot/Desktop/data/IMG/center_2018_05_04_23_06_36_821.jpg,/Users/papiot/Desktop/data/IMG/left_2018_05_04_23_06_36_821.jpg,/Users/papiot/Desktop/data/IMG/right_2018_05_04_23_06_36_821.jpg,-0.725311,1,0,20.36523
/Users/papiot/Desktop/data/IMG/center_2018_05_04_23_06_36_911.jpg,/Users/papiot/Desktop/data/IMG/left_2018_05_04_23_06_36_911.jpg,/Users/papiot/Desktop/data/IMG/right_2018_05_04_23_06_36_911.jpg,-0.4556918,1,0,21.51214
/Users/papiot/Desktop/data/IMG/center_2018_05_04_23_06_37_017.jpg,/Users/papiot/Desktop/data/IMG/left_2018_05_04_23_06_37_017.jpg,/Users/papiot/Desktop/data/IMG/right_2018_05_04_23_06_37_017.jpg,-0.1391979,1,0,22.45049
/Users/papiot/Desktop/data/IMG/center_2018_05_04_23_06_37_122.jpg,/Users/papiot/Desktop/data/IMG/left_2018_05_04_23_06_37_122.jpg,/Users/papiot/Desktop/data/IMG/right_2018_05_04_23_06_37_122.jpg,0,1,0,23.43786
/Users/papiot/Desktop/data/IMG/center_2018_05_04_23_06_37_221.jpg,/Users/papiot/Desktop/data/IMG/left_2018_05_04_23_06_37_221.jpg,/Users/papiot/Desktop/data/IMG/right_2018_05_04_23_06_37_221.jpg,0.1,0.8609021,0,24.31205
/Users/papiot/Desktop/data/IMG/center_2018_05_04_23_06_37_313.jpg,/Users/papiot/Desktop/data/IMG/left_2018_05_04_23_06_37_313.jpg,/Users/papiot/Desktop/data/IMG/right_2018_05_04_23_06_37_313.jpg,0.35,0.8535821,0,24.96904
